id,code,uic,name_short,name_medium,name_long,slug,country,type,geo_lat,geo_lng
13,AKL,8400068,Arkel,Arkel,Arkel,arkel,NL,stoptreinstation,51.87194442749,4.9927778244019
37,ARN,8400069,Arnemuiden,Arnemuiden,Arnemuiden,arnemuiden,NL,stoptreinstation,51.501667022705,3.6691665649414
6,AH,8400071,"Arnhem C","Arnhem C.","Arnhem Centraal",arnhem-centraal,NL,knooppuntIntercitystation,51.985000610352,5.8991665840149
10,AHPR,8400075,Presikhaaf,Presikhaaf,"Arnhem Presikhaaf",arnhem-presikhaaf,NL,stoptreinstation,51.988056182861,5.9438886642456
9,AHP,8400072,Velperprt,Velperpoort,"Arnhem Velperpoort",arnhem-velperpoort,NL,stoptreinstation,51.985279083252,5.9194445610046
11,AHZ,8400227,"Arnhem Z","Arnhem Zuid","Arnhem Zuid",arnhem-zuid,NL,stoptreinstation,51.955001831055,5.8519444465637
49,ASN,8400073,Assen,Assen,Assen,assen,NL,knooppuntIntercitystation,52.991664886475,6.5708332061768
102,BRN,8400086,Baarn,Baarn,Baarn,baarn,NL,knooppuntStoptreinstation,52.208332061768,5.2808332443237
361,NSCH,8400457,Nweschans,"Bad Nieuweschans","Bad Nieuweschans",bad-nieuweschans,NL,knooppuntStoptreinstation,53.1844,7.19937
74,BF,8400089,Baflo,Baflo,Baflo,baflo,NL,stoptreinstation,53.3608969,6.5185581
98,BRD,8400090,Barendrcht,Barendrecht,Barendrecht,barendrecht,NL,stoptreinstation,51.854721069336,4.5533332824707
87,BNC,8400091,"Barnevld C","Barneveld C.","Barneveld Centrum",barneveld-centrum,NL,stoptreinstation,52.139999389648,5.590277671814
89,BNN,8400092,"Barnevld N","Barneveld N.","Barneveld Noord",barneveld-noord,NL,stoptreinstation,52.161388397217,5.5980553627014
764,BNZ,8400115,"Barnevld Z","Barneveld Z.","Barneveld Zuid",barneveld-zuid,NL,stoptreinstation,52.128853,5.60246
64,BDM,8400094,Bedum,Bedum,Bedum,bedum,NL,stoptreinstation,53.3068857,6.593054
78,BK,8400096,Beek-E,Beek-Elsloo,Beek-Elsloo,beek-elsloo,NL,stoptreinstation,50.947498321533,5.7866668701172
106,BSD,8400097,Beesd,Beesd,Beesd,beesd,NL,stoptreinstation,51.899444580078,5.1944446563721
82,BL,8400100,Beilen,Beilen,Beilen,beilen,NL,stoptreinstation,52.854721069336,6.5211110115051
75,BGN,8400108,"Bergen opZ","Bergen op Zoom","Bergen op Zoom",bergen-op-zoom,NL,stoptreinstation,51.49388885498,4.2961111068726
73,BET,8400112,Best,Best,Best,best,NL,stoptreinstation,51.509998321533,5.3891668319702
111,BV,8400113,Beverwijk,Beverwijk,Beverwijk,beverwijk,NL,intercitystation,52.478332519531,4.6566667556763
77,BHV,8400114,Bilthoven,Bilthoven,Bilthoven,bilthoven,NL,stoptreinstation,52.130001068115,5.2038888931274
97,BR,8400117,Blerick,Blerick,Blerick,blerick,NL,stoptreinstation,51.372501373291,6.1550002098083
83,BLL,8400118,Bloemendl,Bloemendaal,Bloemendaal,bloemendaal,NL,stoptreinstation,52.404167175293,4.6275000572205
63,BDG,8400121,Bodegraven,Bodegraven,Bodegraven,bodegraven,NL,stoptreinstation,52.081390380859,4.7461109161377
86,BN,8400124,Borne,Borne,Borne,borne,NL,stoptreinstation,52.298889160156,6.7480554580689
107,BSK,8400125,Boskoop,Boskoop,Boskoop,boskoop,NL,stoptreinstation,52.077777862549,4.6469445228577
813,BSKS,8400126,Snijdelwk,Snijdelwijk,"Boskoop Snijdelwijk",boskoop-snijdelwijk,NL,stoptreinstation,52.067658,4.646186
546,BHDV,8400236,Boven-Har,Boven-Hardinxv.,Boven-Hardinxveld,boven-hardinxveld,NL,stoptreinstation,51.832222,4.878056
79,BKF,8400230,"Bovenk Flo","Bovenkarspel Fl.","Bovenkarspel Flora",bovenkarspel-flora,NL,stoptreinstation,52.696109771729,5.2527775764465
80,BKG,8400127,Bovenk-Gr,Bovenkarspel-Gr.,Bovenkarspel-Grootebroek,bovenkarspel-grootebroek,NL,stoptreinstation,52.694999694824,5.2377777099609
85,BMR,8400128,Boxmeer,Boxmeer,Boxmeer,boxmeer,NL,knooppuntStoptreinstation,51.644521767653,5.9390330314636
109,BTL,8400129,Boxtel,Boxtel,Boxtel,boxtel,NL,knooppuntStoptreinstation,51.58433,5.31912
61,BD,8400131,Breda,Breda,Breda,breda,NL,knooppuntIntercitystation,51.595554351807,4.7800002098083
65,BDPB,8400132,Prinsenbk,Prinsenbeek,Breda-Prinsenbeek,breda-prinsenbeek,NL,stoptreinstation,51.606388092041,4.7208333015442
81,BKL,8400133,Breukelen,Breukelen,Breukelen,breukelen,NL,knooppuntStoptreinstation,52.17149,4.9906
84,BMN,8400136,Brummen,Brummen,Brummen,brummen,NL,stoptreinstation,52.091110229492,6.1469445228577
96,BP,8400139,Buitenpost,Buitenpost,Buitenpost,buitenpost,NL,knooppuntSneltreinstation,53.2564547,6.1446496
62,BDE,8400140,Bunde,Bunde,Bunde,bunde,NL,stoptreinstation,50.896945953369,5.7366666793823
88,BNK,8400141,Bunnik,Bunnik,Bunnik,bunnik,NL,stoptreinstation,52.063056945801,5.1944446563721
108,BSMZ,8400145,"Bussum Z","Bussum Z.","Bussum Zuid",bussum-zuid,NL,stoptreinstation,52.26583480835,5.1630554199219
119,CPS,8400147,Schollevr,Schollevaar,"Capelle Schollevaar",capelle-schollevaar,NL,stoptreinstation,51.954166412354,4.5841665267944
113,CAS,8400151,Castricum,Castricum,Castricum,castricum,NL,intercitystation,52.545833587646,4.6586112976074
120,CVM,8400152,Chevremont,Chevremont,Chevremont,chevremont,NL,stoptreinstation,50.876110076904,6.0597224235535
117,CO,8400153,Coevorden,Coevorden,Coevorden,coevorden,NL,knooppuntSneltreinstation,52.663612365723,6.7355556488037
115,CK,8400155,Cuijk,Cuijk,Cuijk,cuijk,NL,stoptreinstation,51.726682587905,5.8742952346802
116,CL,8400154,Culemborg,Culemborg,Culemborg,culemborg,NL,stoptreinstation,51.946666717529,5.2269444465637
121,DA,8400164,Daarlervn,Daarlerveen,Daarlerveen,daarlerveen,NL,stoptreinstation,52.4407702,6.5759947
134,DLN,8400161,Dalen,Dalen,Dalen,dalen,NL,stoptreinstation,52.69416809082,6.7580556869507
129,DL,8400167,Dalfsen,Dalfsen,Dalfsen,dalfsen,NL,sneltreinstation,52.498332977295,6.25861120224
157,DVNK,8400188,"De Vink","De Vink","De Vink",de-vink,NL,stoptreinstation,52.147220611572,4.4563889503479
783,DWE,8400745,Westereen,"De Westereen","De Westereen",de-westereen,NL,stoptreinstation,53.24817,6.03463
127,DEI,8400168,Deinum,Deinum,Deinum,deinum,NL,stoptreinstation,53.1888115,5.7281572
123,DDN,8400169,Delden,Delden,Delden,delden,NL,stoptreinstation,52.259998321533,6.7161111831665
144,DT,8400170,Delft,Delft,Delft,delft,NL,knooppuntIntercitystation,52.00666809082,4.3563890457153
147,DTCP,8400166,"Delft Camp","Delft Campus","Delft Campus",delft-campus,NL,stoptreinstation,51.990833282471,4.3647222518921
158,DZ,8400171,Delfzijl,Delfzijl,Delfzijl,delfzijl,NL,stoptreinstation,53.3336625,6.9240797
159,DZW,8400175,"Delfzijl W","Delfzijl W.","Delfzijl West",delfzijl-west,NL,stoptreinstation,53.3320834,6.9069092
132,DLD,8400179,"Den Dolder","Den Dolder","Den Dolder",den-dolder,NL,knooppuntStoptreinstation,52.140277862549,5.2427778244019
214,GVC,8400282,"Den Haag C","Den Haag C.","Den Haag Centraal",den-haag-centraal,NL,megastation,52.080276489258,4.3249998092651
213,GV,8400280,"Dn Haag HS","Den Haag HS","Den Haag HS",den-haag-hs,NL,knooppuntIntercitystation,52.069721221924,4.3225002288818
302,LAA,8400380,"Laan v NOI","Laan v NOI","Den Haag Laan v NOI",den-haag-laan-v-noi,NL,knooppuntStoptreinstation,52.078609466553,4.3427777290344
215,GVM,8400278,Mariahoeve,Mariahoeve,"Den Haag Mariahoeve",den-haag-mariahoeve,NL,stoptreinstation,52.090557098389,4.3694443702698
216,GVMW,8400279,Moerwijk,Moerwijk,"Den Haag Moerwijk",den-haag-moerwijk,NL,stoptreinstation,52.053890228271,4.3086109161377
525,YPB,8400379,Ypenburg,Ypenburg,"Den Haag Ypenburg",den-haag-ypenburg,NL,stoptreinstation,52.055278778076,4.39222240448
229,HDR,8400311,"Den Helder","Den Helder","Den Helder",den-helder,NL,intercitystation,52.955276489258,4.7611112594605
230,HDRZ,8400303,"Dn Heldr Z","Den Helder Z.","Den Helder Zuid",den-helder-zuid,NL,stoptreinstation,52.932498931885,4.7641668319702
137,DN,8400172,Deurne,Deurne,Deurne,deurne,NL,stoptreinstation,51.455833435059,5.7888889312744
153,DV,8400173,Deventer,Deventer,Deventer,deventer,NL,knooppuntIntercitystation,52.257499694824,6.1605553627014
154,DVC,8400185,Colmschate,Colmschate,"Deventer Colmschate",deventer-colmschate,NL,stoptreinstation,52.2502784729,6.2144446372986
128,DID,8400174,Didam,Didam,Didam,didam,NL,stoptreinstation,51.933502,6.1324106
135,DMN,8400165,Diemen,Diemen,Diemen,diemen,NL,stoptreinstation,52.34515,4.967566
136,DMNZ,8400163,"Diemen Z","Diemen Z.","Diemen Zuid",diemen-zuid,NL,stoptreinstation,52.330276489258,4.9558334350586
141,DR,8400176,Dieren,Dieren,Dieren,dieren,NL,intercitystation,52.044998168945,6.1030554771423
145,DTC,8400177,Doetinchem,Doetinchem,Doetinchem,doetinchem,NL,knooppuntStoptreinstation,51.9585962,6.2962148
146,DTCH,8400184,"De Huet","De Huet","Doetinchem De Huet",doetinchem-de-huet,NL,stoptreinstation,51.9591413,6.2598521
124,DDR,8400180,Dordrecht,Dordrecht,Dordrecht,dordrecht,NL,knooppuntIntercitystation,51.807220458984,4.668333530426
125,DDRS,8400186,Stadspldrs,Stadspolders,"Dordrecht Stadspolders",dordrecht-stadspolders,NL,stoptreinstation,51.801944732666,4.7166666984558
126,DDZD,8400181,"Dordrcht Z","Dordrecht Z.","Dordrecht Zuid",dordrecht-zuid,NL,stoptreinstation,51.790000915527,4.6713891029358
122,DB,8400182,Driebergen,Driebergen-Zeist,Driebergen-Zeist,driebergen-zeist,NL,knooppuntStoptreinstation,52.065277099609,5.25861120224
142,DRH,8400183,Driehuis,Driehuis,Driehuis,driehuis,NL,stoptreinstation,52.442501068115,4.6380553245544
143,DRP,8400192,Dronryp,Dronryp,Dronryp,dronryp,NL,stoptreinstation,53.1778086,5.6347411
682,DRON,8400198,Dronten,Dronten,Dronten,dronten,NL,stoptreinstation,52.5344,5.72089
156,DVN,8400193,Duiven,Duiven,Duiven,duiven,NL,stoptreinstation,51.943332672119,6.0147223472595
155,DVD,8400194,Duivendrt,Duivendrecht,Duivendrecht,duivendrecht,NL,knooppuntStoptreinstation,52.323333740234,4.9363889694214
161,EC,8400195,Echt,Echt,Echt,echt,NL,stoptreinstation,51.100555419922,5.8788890838623
163,EDC,8400201,"Ede C","Ede C.","Ede Centrum",ede-centrum,NL,stoptreinstation,52.043609619141,5.668333530426
162,ED,8400200,Ede-Wag,Ede-Wageningen,Ede-Wageningen,ede-wageningen,NL,knooppuntIntercitystation,52.027778625488,5.6730556488037
817,EEM,8400202,Eemshaven,Eemshaven,Eemshaven,eemshaven,NL,stoptreinstation,53.458419,6.832
164,EDN,8400219,Eijsden,Eijsden,Eijsden,eijsden,NL,stoptreinstation,50.771945953369,5.710000038147
168,EHV,8400206,"Eindhovn C","Eindhoven C.","Eindhoven Centraal",eindhoven-centraal,NL,megastation,51.443332672119,5.4813890457153
784,EHS,8400196,Strijp-S,Strijp-S,"Eindhoven Strijp-S",eindhoven-strijp-s,NL,stoptreinstation,51.451110839844,5.4558334350586
184,EST,8400207,Elst,Elst,Elst,elst,NL,knooppuntStoptreinstation,51.916942596435,5.8550000190735
173,EMN,8400208,Emmen,Emmen,Emmen,emmen,NL,sneltreinstation,52.790000915527,6.8994445800781
174,EMNZ,8400407,"Emmen Z","Emmen Z.","Emmen Zuid",emmen-zuid,NL,sneltreinstation,52.748866374691,6.8747806549072
170,EKZ,8400210,Enkhuizen,Enkhuizen,Enkhuizen,enkhuizen,NL,stoptreinstation,52.699165344238,5.286388874054
178,ES,8400212,Enschede,Enschede,Enschede,enschede,NL,knooppuntIntercitystation,52.222499847412,6.8899998664856
181,ESE,8400217,Eschmarke,"De Eschmarke","Enschede De Eschmarke",enschede-de-eschmarke,NL,stoptreinstation,52.221389770508,6.9511113166809
785,ESK,8400221,Kennispark,Kennispark,"Enschede Kennispark",enschede-kennispark,NL,stoptreinstation,52.23749923706,6.8388891220093
172,EML,8400216,Ermelo,Ermelo,Ermelo,ermelo,NL,stoptreinstation,52.301666259766,5.6147222518921
185,ETN,8400218,Etten-Leur,Etten-Leur,Etten-Leur,etten-leur,NL,intercitystation,51.57500076294,4.6358332633972
165,EGH,8400338,Eygelshov,Eygelshoven,Eygelshoven,eygelshoven,NL,stoptreinstation,50.890556335449,6.0450000762939
166,EGHM,8400234,"Eygelsh M","Eygelshoven Mrkt","Eygelshoven Markt",eygelshoven-markt,NL,stoptreinstation,50.896049819644,6.0602474212646
786,FWD,8400638,Feanwâlden,Feanwâlden,Feanwâlden,feanwalden,NL,stoptreinstation,53.2351834,5.9886615
187,FN,8400232,Franeker,Franeker,Franeker,franeker,NL,stoptreinstation,53.1824488,5.5483094
199,GDR,8400241,Gaanderen,Gaanderen,Gaanderen,gaanderen,NL,stoptreinstation,51.93074,6.3486
198,GDM,8400244,Geldermlsn,Geldermalsen,Geldermalsen,geldermalsen,NL,knooppuntStoptreinstation,51.88301,5.27127
209,GP,8400245,Geldrop,Geldrop,Geldrop,geldrop,NL,knooppuntStoptreinstation,51.419723510742,5.5505557060242
203,GLN,8400246,"Geleen O","Geleen O.","Geleen Oost",geleen-oost,NL,stoptreinstation,50.966945648193,5.8430557250977
320,LUT,8400248,Geleen-Lut,Geleen-Lut.,Geleen-Lutterade,geleen-lutterade,NL,stoptreinstation,50.975555419922,5.8247222900391
218,GZ,8400251,Gilze-Rij,Gilze-Rijen,Gilze-Rijen,gilze-rijen,NL,stoptreinstation,51.583610534668,4.9261112213135
194,GBR,8400262,Glanerbrug,Glanerbrug,Glanerbrug,glanerbrug,NL,stoptreinstation,52.218612670898,6.9744443893433
211,GS,8400253,Goes,Goes,Goes,goes,NL,stoptreinstation,51.498054504395,3.8905556201935
207,GO,8400254,Goor,Goor,Goor,goor,NL,stoptreinstation,52.230278015137,6.5844445228577
210,GR,8400256,Gorinchem,Gorinchem,Gorinchem,gorinchem,NL,knooppuntStoptreinstation,51.833889007568,4.9683332443237
195,GD,8400258,Gouda,Gouda,Gouda,gouda,NL,knooppuntIntercitystation,52.017501831055,4.7044444084167
196,GDG,8400257,Goverwelle,Goverwelle,"Gouda Goverwelle",gouda-goverwelle,NL,stoptreinstation,52.014999389648,4.7408332824707
193,GBG,8400259,Gramsbergn,Gramsbergen,Gramsbergen,gramsbergen,NL,stoptreinstation,52.60916519165,6.6758332252502
202,GK,8400267,Grijpskerk,Grijpskerk,Grijpskerk,grijpskerk,NL,stoptreinstation,53.255740325573,6.3097786903381
204,GN,8400263,Groningen,Groningen,Groningen,groningen,NL,knooppuntIntercitystation,53.210556030273,6.5647220611572
201,GERP,8400238,Europapark,Europapark,"Groningen Europapark",groningen-europapark,NL,stoptreinstation,53.20480027,6.5854178
206,GNN,8400264,"Groningn N","Groningen N.","Groningen Noord",groningen-noord,NL,stoptreinstation,53.2301469,6.5563172
217,GW,8400266,Grou-Jirns,Grou-Jirnsum,Grou-Jirnsum,grou-jirnsum,NL,stoptreinstation,53.088890075684,5.8225002288818
244,HLM,8400285,Haarlem,Haarlem,Haarlem,haarlem,NL,knooppuntIntercitystation,52.38777923584,4.6383333206177
245,HLMS,8400270,Spaarnwde,Spaarnwoude,"Haarlem Spaarnwoude",haarlem-spaarnwoude,NL,stoptreinstation,52.382778167725,4.6730556488037
684,HWZB,8400400,Halfweg-Zw,Halfweg-Zw.,Halfweg-Zwanenburg,halfweg-zwanenburg,NL,stoptreinstation,52.385935,4.747165
226,HDB,8400293,Hardenberg,Hardenberg,Hardenberg,hardenberg,NL,sneltreinstation,52.572776794434,6.6286110877991
225,HD,8400294,Harderwijk,Harderwijk,Harderwijk,harderwijk,NL,knooppuntStoptreinstation,52.337501525879,5.619722366333
685,HBZM,8400438,"Blauwe Zm","Blauwe Zoom","Hardinxveld Blauwe Zoom",hardinxveld-blauwe-zoom,NL,stoptreinstation,51.82944,4.81556
205,GND,8400295,Hardinxvld,Hardinxveld-G.,Hardinxveld-Giessendam,hardinxveld-giessendam,NL,stoptreinstation,51.830554962158,4.8358335494995
264,HRN,8400297,Haren,Haren,Haren,haren,NL,stoptreinstation,53.176109313965,6.6172223091125
814,HRNOVT,8400290,"Haren Tran","Haren OV Transf.","Haren OV Transferium",haren-ov-transferium,NL,facultatiefStation,53.170071,6.592202
242,HLG,8400296,Harlingen,Harlingen,Harlingen,harlingen,NL,stoptreinstation,53.1704205,5.4251932
243,HLGH,8400298,"Harl Haven","Harlingen Haven","Harlingen Haven",harlingen-haven,NL,stoptreinstation,53.174917,5.4112885
238,HK,8400317,Heemskerk,Heemskerk,Heemskerk,heemskerk,NL,stoptreinstation,52.495277404785,4.6869444847107
219,HAD,8400302,Heemstede,Heemstede-A.,Heemstede-Aerdenhout,heemstede-aerdenhout,NL,intercitystation,52.35916519165,4.6066665649414
260,HR,8400305,Heerenveen,Heerenveen,Heerenveen,heerenveen,NL,intercitystation,52.961387634277,5.9141664505005
599,HRY,8400301,IJsstadion,IJsstadion,"Heerenveen IJsstadion",heerenveen-ijsstadion,NL,facultatiefStation,52.935276031494,5.9438886642456
274,HWD,8400306,Heerhugow,Heerhugowaard,Heerhugowaard,heerhugowaard,NL,knooppuntStoptreinstation,52.669723510742,4.8227777481079
261,HRL,8400307,Heerlen,Heerlen,Heerlen,heerlen,NL,knooppuntIntercitystation,50.89083480835,5.9749999046326
262,HRLW,8400404,"Heerlen W","Hrl Woonblvd","Heerlen Woonboulevard",heerlen-woonboulevard,NL,stoptreinstation,50.896667,5.952222
276,HZE,8400308,Heeze,Heeze,Heeze,heeze,NL,stoptreinstation,51.384998321533,5.5694446563721
246,HLO,8400309,Heiloo,Heiloo,Heiloo,heiloo,NL,stoptreinstation,52.599445343018,4.7005553245544
254,HNO,8400310,Heino,Heino,Heino,heino,NL,stoptreinstation,52.427223205566,6.2211112976074
247,HM,8400313,Helmond,Helmond,Helmond,helmond,NL,knooppuntIntercitystation,51.475555419922,5.6619443893433
250,HMH,8400300,"'t Hout","'t Hout","Helmond 't Hout",helmond-t-hout,NL,stoptreinstation,51.46794,5.63085
249,HMBV,8400242,Brandevrt,Brandevoort,"Helmond Brandevoort",helmond-brandevoort,NL,stoptreinstation,51.462223052979,5.6072220802307
248,HMBH,8400299,Brouwhuis,Brouwhuis,"Helmond Brouwhuis",helmond-brouwhuis,NL,stoptreinstation,51.47068,5.70177
251,HMN,8400315,Hemmen-D,Hemmen-Dodew.,Hemmen-Dodewaard,hemmen-dodewaard,NL,stoptreinstation,51.9222129,5.6737254
233,HGL,8400316,Hengelo,Hengelo,Hengelo,hengelo,NL,knooppuntIntercitystation,52.261665344238,6.7938890457153
686,HGLG,8400433,Gezondhprk,"Hengelo Gezondh.","Hengelo Gezondheidspark",hengelo-gezondheidspark,NL,stoptreinstation,52.261667,6.773611
234,HGLO,8400312,"Hengelo O","Hengelo O.","Hengelo Oost",hengelo-oost,NL,stoptreinstation,52.268890380859,6.8194446563721
237,HIL,8400329,Hillegom,Hillegom,Hillegom,hillegom,NL,stoptreinstation,52.302501678467,4.5655555725098
271,HVS,8400322,Hilversum,Hilversum,Hilversum,hilversum,NL,knooppuntIntercitystation,52.225833892822,5.1819443702698
722,HVSM,8400324,"Media Park","Media Park","Hilversum Media Park",hilversum-media-park,NL,stoptreinstation,52.238056182861,5.1738886833191
273,HVSP,8400570,Sportpark,Sportpark,"Hilversum Sportpark",hilversum-sportpark,NL,stoptreinstation,52.216110229492,5.1872220039368
255,HNP,8400323,Hindeloopn,Hindeloopen,Hindeloopen,hindeloopen,NL,stoptreinstation,52.9464903,5.423063
224,HB,8400326,Hoensbroek,Hoensbroek,Hoensbroek,hoensbroek,NL,stoptreinstation,50.905555725098,5.9305553436279
687,HVL,8400490,Hoevelaken,Hoevelaken,Hoevelaken,hoevelaken,NL,stoptreinstation,52.16652,5.45718
259,HOR,8400327,"Hol Rading","Holl. Rading","Hollandsche Rading",hollandsche-rading,NL,stoptreinstation,52.17777633667,5.1791667938232
258,HON,8400328,Holten,Holten,Holten,holten,NL,stoptreinstation,52.283889770508,6.42027759552
232,HFD,8400332,Hoofddorp,Hoofddorp,Hoofddorp,hoofddorp,NL,stoptreinstation,52.293334960938,4.7005553245544
235,HGV,8400330,Hoogeveen,Hoogeveen,Hoogeveen,hoogeveen,NL,stoptreinstation,52.733890533447,6.4736108779907
236,HGZ,8400331,Hoogezand,Hoogezand-Sap.,Hoogezand-Sappemeer,hoogezand-sappemeer,NL,knooppuntStoptreinstation,53.159818131676,6.7707538604736
239,HKS,8400334,Hoogkrspl,Hoogkarspel,Hoogkarspel,hoogkarspel,NL,stoptreinstation,52.69055557251,5.1838889122009
252,HN,8400337,Hoorn,Hoorn,Hoorn,hoorn,NL,knooppuntIntercitystation,52.644721984863,5.0555553436279
253,HNK,8400336,"Hoorn Kers",Kersenboogerd,"Hoorn Kersenboogerd",hoorn-kersenboogerd,NL,stoptreinstation,52.653610229492,5.0855555534363
265,HRT,8400339,Horst-Sev,Horst-Sevenum,Horst-Sevenum,horst-sevenum,NL,stoptreinstation,51.426387786865,6.0422220230103
267,HTN,8400340,Houten,Houten,Houten,houten,NL,knooppuntStoptreinstation,52.03402,5.16821
268,HTNC,8400335,Castellum,Castellum,"Houten Castellum",houten-castellum,NL,stoptreinstation,52.01701,5.17949
426,SGL,8400341,Houthem-St,"Houthem-St Gerl.","Houthem-St. Gerlach",houthem-st-gerlach,NL,stoptreinstation,50.873332977295,5.7972221374512
228,HDG,8400292,Hurdegaryp,Hurdegaryp,Hurdegaryp,hurdegaryp,NL,stoptreinstation,53.2187783,5.934543
277,IJT,8400722,IJlst,IJlst,IJlst,ijlst,NL,stoptreinstation,53.0146614,5.6160801
294,KPN,8400353,Kampen,Kampen,Kampen,kampen,NL,stoptreinstation,52.559722900391,5.9216666221619
688,KPNZ,8400360,"Kampen Z","Kampen Z.","Kampen Zuid",kampen-zuid,NL,stoptreinstation,52.5331,5.91309
112,BZL,8400354,Kapelle-Bi,Kapelle-Biezel.,Kapelle-Biezelinge,kapelle-biezelinge,NL,stoptreinstation,51.480834960938,3.9561111927033
295,KRD,8400355,"Kerkrade C","Kerkrade C.","Kerkrade Centrum",kerkrade-centrum,NL,knooppuntStoptreinstation,50.861667633057,6.0574998855591
299,KTR,8400359,Kesteren,Kesteren,Kesteren,kesteren,NL,stoptreinstation,51.9313869,5.5833465
282,KBK,8400361,Klarenbk,Klarenbeek,Klarenbeek,klarenbeek,NL,stoptreinstation,52.17805480957,6.0836110115051
287,KMR,8400362,Klimmen-R,Klimmen-Ransdaal,Klimmen-Ransdaal,klimmen-ransdaal,NL,stoptreinstation,50.866390228271,5.8905553817749
802,KZ,8400363,"Koog Zaan","Koog a.d. Zaan","Koog aan de Zaan",koog-aan-de-zaan,NL,stoptreinstation,52.458610534668,4.8055553436279
288,KMW,8400366,Koudum-M,Koudum-Molkwerum,Koudum-Molkwerum,koudum-molkwerum,NL,stoptreinstation,52.9028197,5.4106913
281,KBD,8400367,Krabbendke,Krabbendijke,Krabbendijke,krabbendijke,NL,stoptreinstation,51.433334350586,4.1169443130493
286,KMA,8400368,Krommenie,Krommenie-Ass.,Krommenie-Assendelft,krommenie-assendelft,NL,stoptreinstation,52.49511,4.75417
300,KW,8400369,Kropswolde,Kropswolde,Kropswolde,kropswolde,NL,stoptreinstation,53.1617362,6.7220882
297,KRG,8400370,Kruiningen,Kruiningen-Y.,Kruiningen-Yerseke,kruiningen-yerseke,NL,stoptreinstation,51.465000152588,4.0372223854065
533,ZLW,8400382,"Lage Zwalu","Lage Zwaluwe","Lage Zwaluwe",lage-zwaluwe,NL,knooppuntStoptreinstation,51.69111251831,4.6630554199219
312,LG,8400548,Landgraaf,Landgraaf,Landgraaf,landgraaf,NL,knooppuntStoptreinstation,50.896389007568,6.019166469574
820,LLZM,8400135,Lansingerl,Lansingerland,Lansingerland-Zoetermeer,lansingerland-zoetermeer,NL,stoptreinstation,52.042222,4.517222
